Overall Qual,Overall Cond,Total Bsmt SF,Central Air,Gr Liv Area,SalePrice
7,5,1079.0,Y,1879,239900
8,5,1128.0,Y,2020,239500
5,7,0.0,Y,2016,131000
5,5,0.0,Y,1535,118964
5,5,1086.0,Y,1224,153337
5,5,0.0,Y,2228,147983
5,5,0.0,Y,1535,118858
5,5,0.0,Y,1535,118858
5,5,0.0,Y,2240,142953
5,5,1094.0,Y,1229,148325
5,5,0.0,Y,1513,113722
7,5,1168.0,Y,2787,269500
7,5,1168.0,Y,2787,269500
7,5,1168.0,Y,2787,269500
9,5,1555.0,Y,1680,323262
8,5,1705.0,Y,1718,297000
8,5,1622.0,Y,1630,295493
9,5,1720.0,Y,1720,332000
8,5,1468.0,Y,1468,239900
8,5,866.0,Y,1768,212000
8,5,1838.0,Y,1838,272500
9,5,1800.0,Y,1800,239000
7,5,1604.0,Y,1604,220000
7,5,1282.0,Y,1290,200000
8,5,1254.0,Y,1254,221800
7,5,1232.0,Y,1232,194500
8,5,1498.0,Y,1498,237000
6,5,704.0,Y,1422,173000
7,5,1518.0,Y,1644,275000
7,5,1449.0,Y,1759,233500
5,5,1013.0,Y,2126,185000
5,5,1040.0,Y,1040,152000
5,7,990.0,Y,990,143000
6,5,928.0,Y,1764,231500
7,6,799.0,Y,1661,212000
7,5,1463.0,Y,1463,207000
5,5,1097.0,Y,1097,145000
5,5,990.0,Y,990,138000
7,5,866.0,Y,1779,197900
7,5,1490.0,Y,1501,204000
7,5,1431.0,Y,1431,192000
6,5,928.0,Y,1772,200000
7,5,831.0,Y,1660,195000
7,5,1573.0,Y,1573,227000
7,5,944.0,Y,1840,230000
7,5,1413.0,Y,1430,187100
7,5,1431.0,Y,1444,203000
7,5,1492.0,Y,1492,201000
5,5,1040.0,Y,1040,124000
5,5,907.0,Y,907,140000
5,7,914.0,Y,914,134900
5,7,1040.0,Y,1040,150500
5,8,864.0,Y,864,136500
5,7,1268.0,Y,1268,143500
5,6,864.0,Y,864,133500
5,5,894.0,Y,894,123000
5,8,768.0,Y,768,133900
5,7,768.0,Y,768,133000
7,5,1569.0,Y,1611,250000
8,5,1068.0,Y,2184,254750
8,5,1753.0,Y,1788,236500
8,5,1299.0,Y,1872,261500
9,5,1440.0,Y,2153,313000
7,5,840.0,Y,1725,198500
7,5,944.0,Y,1870,211000
8,5,1462.0,Y,1513,220000
7,5,1504.0,Y,1504,203000
8,5,1822.0,Y,1828,279500
7,5,1417.0,Y,1417,210000
7,5,1057.0,Y,2034,219500
7,5,880.0,Y,1716,191000
7,5,1212.0,Y,1212,178000
7,5,1630.0,Y,1630,213000
6,5,848.0,Y,848,144000
6,5,848.0,Y,848,140000
8,5,1578.0,Y,1602,293200
7,5,864.0,Y,1728,190000
7,5,1500.0,Y,1500,190000
6,5,738.0,Y,1476,173500
6,5,608.0,Y,1396,170000
4,5,0.0,Y,1126,108000
5,7,1486.0,Y,1486,167000
4,6,816.0,Y,816,100000
7,5,0.0,Y,1922,198500
6,6,690.0,Y,1426,159500
4,6,1014.0,Y,1149,127000
6,6,1041.0,Y,1125,125000
9,5,1698.0,Y,1698,320000
6,5,547.0,Y,1072,145500
5,9,698.0,Y,698,118000
4,5,876.0,Y,876,85000
5,5,1078.0,Y,1368,120000
4,3,0.0,N,1529,98000
5,8,864.0,Y,864,99900
3,3,0.0,N,944,82000
5,5,1678.0,Y,1678,119900
5,5,1150.0,Y,1560,103500
4,3,672.0,Y,960,112000
6,8,684.0,Y,1196,110000
5,6,720.0,Y,1298,122000
5,5,984.0,Y,1604,117000
5,4,832.0,Y,1268,160000
5,5,793.0,Y,1520,159434
2,5,290.0,N,438,60000
6,7,778.0,Y,1489,139500
7,3,824.0,Y,3082,197000
6,6,583.0,Y,1242,105000
4,3,1122.0,Y,1981,135000
6,8,816.0,Y,1232,147500
6,6,976.0,Y,1608,137450
7,9,560.0,Y,1135,155000
6,6,896.0,Y,1913,177000
7,7,861.0,Y,1477,145000
7,8,600.0,Y,1228,137000
7,9,1276.0,Y,2080,234000
5,6,840.0,Y,1567,205000
6,7,771.0,Y,1494,177500
5,7,728.0,Y,1308,160000
5,4,1273.0,Y,1273,155000
5,7,876.0,Y,964,163500
5,6,731.0,Y,1343,154900
7,6,920.0,Y,2480,205000
5,6,1112.0,Y,1112,144800
7,7,704.0,Y,1564,174500
6,6,1561.0,Y,1561,193000
5,7,1067.0,N,1523,158000
6,8,1092.0,Y,1152,158500
6,5,1310.0,Y,1906,224000
6,6,516.0,Y,1032,115000
6,6,561.0,Y,1229,137000
6,6,561.0,Y,1229,121000
6,6,561.0,Y,1229,124000
6,6,572.0,Y,1982,208000
7,9,1803.0,Y,2365,315000
6,9,880.0,Y,1680,222000
5,7,672.0,Y,1344,147000
5,6,760.0,N,2168,123000
5,5,596.0,N,1192,78000
3,2,1013.0,N,1526,85000
4,6,572.0,N,572,75000
8,5,1596.0,Y,1648,230000
2,4,0.0,N,810,57625
8,5,1107.0,Y,2052,251000
7,5,1434.0,Y,2149,239686
7,5,1710.0,Y,1710,240000
6,5,804.0,Y,1961,215000
6,6,902.0,Y,926,156450
6,7,957.0,Y,1287,173000
5,5,0.0,Y,1734,126000
7,5,1188.0,Y,1217,173000
5,5,1582.0,Y,1595,152000
6,6,819.0,Y,1344,137500
7,5,2136.0,Y,2036,375000
9,5,1620.0,Y,1620,315500
7,5,846.0,Y,1692,224500
9,5,2190.0,Y,2036,410000
9,5,1641.0,Y,1641,316500
8,5,1466.0,Y,1466,201000
6,5,1392.0,Y,1412,175000
6,8,712.0,Y,2237,204000
7,5,1645.0,Y,1479,213500
8,5,1267.0,Y,1296,220000
7,5,912.0,Y,2014,170000
9,5,1838.0,Y,1838,315000
9,5,1978.0,Y,1978,425000
5,7,1008.0,Y,1008,139500
5,4,0.0,Y,1771,115000
6,5,1204.0,Y,1204,162000
6,5,1224.0,Y,1224,165000
4,5,462.0,Y,988,91000
5,6,864.0,Y,874,130000
4,8,630.0,Y,630,86000
5,5,1188.0,Y,1404,160000
4,4,630.0,Y,630,80000
4,6,546.0,Y,1344,97000
4,4,546.0,Y,1092,88000
5,8,796.0,Y,796,131900
6,5,384.0,Y,1091,131250
5,6,1097.0,Y,1110,165500
5,5,833.0,Y,833,112000
5,6,828.0,Y,883,149000
5,5,796.0,Y,1362,143000
5,5,624.0,Y,1287,130000
6,5,1567.0,Y,1567,196000
5,7,784.0,Y,1632,173000
6,8,1184.0,Y,1414,176500
6,7,1205.0,Y,2117,237500
6,5,952.0,Y,2112,206900
6,5,926.0,Y,1604,187500
6,5,680.0,Y,1470,165000
6,5,926.0,Y,1604,195500
6,5,943.0,Y,1638,192000
6,5,916.0,Y,1636,173000
5,5,1348.0,Y,1384,177900
7,5,729.0,Y,1446,175000
8,5,1593.0,Y,1593,286000
8,5,1664.0,Y,1682,247900
8,5,1337.0,Y,1337,180000
8,5,1280.0,Y,1280,180000
6,5,926.0,Y,1604,181000
6,5,932.0,Y,1633,183000
6,5,773.0,Y,1658,188000
7,5,712.0,Y,1895,194500
6,5,836.0,Y,1709,185000
8,5,1228.0,Y,1228,189000
8,5,1337.0,Y,1337,188500
8,5,1168.0,Y,2500,355000
9,5,1122.0,Y,2504,325000
9,5,1884.0,Y,1884,387000
6,2,1632.0,Y,1474,115000
9,5,1710.0,Y,1710,334000
6,5,1488.0,Y,1488,133000
7,6,791.0,Y,2093,215000
7,6,1675.0,Y,1688,226500
6,6,1422.0,Y,1422,175500
7,7,1260.0,Y,1260,181900
7,5,2048.0,Y,2064,235000
7,5,1782.0,Y,1782,220000
6,7,1330.0,Y,2872,272000
6,5,1211.0,Y,1211,161000
5,6,1126.0,Y,1126,175000
7,6,738.0,Y,2044,185000
5,6,720.0,Y,1308,146900
7,7,1420.0,Y,2840,292500
6,5,1193.0,Y,1523,180000
6,5,1444.0,Y,1444,159900
7,6,803.0,Y,1964,205000
5,6,1176.0,Y,1178,157000
8,5,1236.0,Y,2340,306000
5,5,896.0,Y,1792,133000
6,8,1054.0,Y,1054,151000
4,6,936.0,Y,936,111900
5,5,864.0,Y,864,123000
4,5,864.0,Y,864,111250
6,5,1405.0,Y,1337,181000
6,5,483.0,Y,987,103400
6,5,483.0,Y,987,100000
6,6,483.0,Y,987,100500
6,6,483.0,Y,987,106000
6,5,483.0,Y,987,85400
6,3,483.0,Y,987,89500
5,5,630.0,Y,1302,111750
6,6,1069.0,Y,1069,140000
6,6,855.0,Y,1456,143000
7,6,1055.0,Y,1055,148500
5,5,864.0,Y,892,110000
8,5,1932.0,Y,1932,394617
10,5,1682.0,Y,2332,426000
10,5,2078.0,Y,2084,385000
9,5,1452.0,Y,2713,446261
8,5,1582.0,Y,1582,317500
8,5,1710.0,Y,1710,372402
8,5,2418.0,Y,2464,417500
9,5,1950.0,Y,1950,383000
9,5,1850.0,Y,2748,390000
10,5,1620.0,Y,2790,460000
9,5,1414.0,Y,2331,379000
8,5,948.0,Y,2088,250000
8,5,1148.0,Y,2332,316000
10,5,2535.0,Y,2470,615000
9,5,1572.0,Y,2668,412500
7,5,998.0,Y,2046,284000
8,5,1603.0,Y,1575,284000
8,5,1479.0,Y,2649,421250
8,5,1765.0,Y,2690,370000
9,5,1858.0,Y,1866,336860
9,5,1702.0,Y,1702,367294
7,5,1367.0,Y,1367,192000
8,5,1518.0,Y,1518,274000
9,5,1684.0,Y,1684,266000
9,5,1800.0,Y,1800,370967
8,5,1342.0,Y,1342,234250
8,5,1342.0,Y,1342,219500
7,5,764.0,Y,1626,155000
7,5,764.0,Y,1626,154000
7,5,1358.0,Y,1358,207000
7,5,1415.0,Y,1455,195000
7,5,1393.0,Y,1576,219990
7,5,1346.0,Y,1504,191000
7,5,1266.0,Y,1266,159895
7,5,1146.0,Y,1246,187687
6,5,789.0,Y,1515,179000
6,5,839.0,Y,1593,193000
7,5,856.0,Y,1166,190000
6,5,728.0,Y,1456,176000
7,5,840.0,Y,1720,188000
7,5,847.0,Y,1986,213000
7,6,1350.0,Y,1358,217300
6,5,936.0,Y,1792,186500
7,5,982.0,Y,1892,226750
7,5,788.0,Y,1490,184000
7,5,707.0,Y,1414,176000
7,5,1037.0,Y,2322,225000
7,5,831.0,Y,1651,185900
8,5,1173.0,Y,2199,284500
8,5,1470.0,Y,2630,315000
8,5,1145.0,Y,2198,250000
9,5,1519.0,Y,2172,291000
8,5,1982.0,Y,2006,350000
7,5,1064.0,Y,2125,279500
8,7,1242.0,Y,2501,290000
8,6,2109.0,Y,2113,350000
7,5,1311.0,Y,2418,341000
7,5,1080.0,Y,2197,287500
7,5,1223.0,Y,2127,271000
8,5,1986.0,Y,1987,301500
8,5,1580.0,Y,1580,235128
6,5,894.0,Y,1933,214000
8,5,1574.0,Y,1574,232000
7,5,1578.0,Y,1578,240000
9,5,1498.0,Y,1506,264132
8,5,1563.0,Y,1563,245000
7,5,1417.0,Y,1428,227680
8,5,1341.0,Y,1861,257000
8,5,955.0,Y,1874,297900
8,5,1460.0,Y,1460,247000
8,5,1363.0,Y,1372,212700
7,5,1372.0,Y,1372,250580
7,5,1428.0,Y,1428,182000
7,5,866.0,Y,1768,226700
8,5,1053.0,Y,1992,250000
7,5,1026.0,Y,1958,250000
8,5,1034.0,Y,2078,339750
7,6,813.0,Y,1665,205950
8,5,1660.0,Y,1660,256000
7,5,1218.0,Y,1218,230348
6,5,864.0,Y,1728,207500
7,5,1080.0,Y,1080,141000
6,5,835.0,Y,1696,188000
7,5,835.0,Y,1663,192500
6,5,1175.0,Y,1175,146000
5,5,1114.0,Y,1114,159000
6,5,1114.0,Y,1114,155000
6,5,798.0,Y,1640,173000
7,5,1162.0,Y,1162,170000
6,5,754.0,Y,1609,182000
6,5,886.0,Y,1680,163000
6,5,1408.0,Y,1679,193500
7,5,832.0,Y,1657,189000
6,5,827.0,Y,1677,190500
7,5,836.0,Y,1737,175000
6,5,1278.0,Y,1294,179200
6,5,832.0,Y,1710,187000
6,5,1604.0,Y,1617,193000
6,5,1199.0,Y,1199,153900
5,5,984.0,Y,984,128000
5,6,912.0,Y,912,144000
5,8,864.0,Y,864,135000
5,5,890.0,N,890,115000
5,5,864.0,Y,864,119916
6,8,912.0,Y,912,142000
6,5,1430.0,Y,1430,192000
5,4,1001.0,Y,1641,140000
6,5,930.0,Y,2683,290000
9,5,1848.0,Y,2786,372500
7,5,1391.0,Y,1391,196000
7,5,625.0,Y,1250,171900
7,5,1235.0,Y,1245,178000
6,5,600.0,Y,1200,165000
7,5,689.0,Y,1392,146000
7,5,689.0,Y,1392,146000
7,5,744.0,Y,1501,179400
6,5,744.0,Y,1549,172900
9,5,1614.0,Y,1638,300000
9,5,1310.0,Y,1310,285000
9,5,1419.0,Y,1419,290000
9,5,1557.0,Y,1557,305000
9,5,1698.0,Y,1709,328900
7,5,600.0,Y,1252,160000
7,5,672.0,Y,1404,170000
7,5,858.0,Y,1789,223000
8,5,960.0,Y,1586,170000
8,5,960.0,Y,1607,200000
10,5,970.0,Y,2393,345000
8,5,1260.0,Y,1288,245500
8,5,1230.0,Y,1239,217500
8,5,1719.0,Y,1719,324000
6,6,1232.0,Y,1232,162500
9,3,994.0,Y,2944,150000
8,9,1426.0,Y,1671,290000
7,5,952.0,Y,1812,205000
7,6,1304.0,Y,1682,174000
6,6,1427.0,Y,1427,183000
6,5,1740.0,Y,1740,150000
6,7,1258.0,Y,1258,145000
7,7,1620.0,Y,1620,215000
5,6,1625.0,Y,1625,140500
6,7,1522.0,Y,2614,240000
5,6,732.0,Y,1464,141000
5,8,912.0,Y,912,147000
5,7,912.0,Y,925,135000
5,5,1728.0,Y,1728,145000
5,5,1728.0,Y,1728,142600
5,5,1656.0,Y,1656,135000
7,6,825.0,Y,1670,170000
8,9,1142.0,Y,2715,299800
6,6,901.0,Y,1876,185000
6,8,800.0,Y,1632,173000
7,9,944.0,Y,999,178400
7,5,832.0,Y,1978,176000
5,5,0.0,Y,1014,98000
4,6,907.0,Y,907,109008
4,7,952.0,Y,952,135750
5,6,1120.0,Y,1128,155000
6,5,1425.0,Y,1425,180500
6,7,1127.0,Y,1165,174900
6,6,1136.0,Y,1136,140000
6,7,1092.0,Y,1092,145000
5,8,1219.0,Y,1265,179900
6,5,1248.0,Y,1350,168500
5,5,1114.0,Y,1114,140000
5,7,1053.0,Y,1053,145500
6,6,1252.0,Y,1252,142000
4,5,1100.0,Y,1100,141000
5,7,1118.0,Y,1118,153000
3,6,0.0,N,720,72500
3,6,270.0,Y,729,52000
5,6,991.0,Y,1077,118000
4,7,348.0,Y,906,87000
5,6,1296.0,Y,1496,141500
6,5,1032.0,Y,1252,119000
5,8,572.0,Y,1337,141500
6,6,992.0,Y,1661,165500
5,5,1036.0,Y,1036,112900
7,6,864.0,Y,1820,201800
6,5,1362.0,Y,1362,163000
5,6,1144.0,Y,1144,139950
6,9,1319.0,Y,1537,174000
6,5,1099.0,Y,1431,165000
6,7,1104.0,Y,1988,227000
5,7,1098.0,Y,1098,135000
5,5,1144.0,Y,1144,124000
5,7,931.0,Y,1283,140000
5,4,1176.0,Y,1176,136500
5,7,1248.0,Y,1440,185000
6,6,1261.0,Y,1261,163000
6,6,1395.0,Y,1570,166800
6,5,1196.0,Y,1196,139000
6,5,1392.0,Y,1392,166000
6,7,1080.0,Y,1080,136000
5,5,1104.0,Y,1104,133000
5,6,720.0,Y,882,116000
5,6,1152.0,Y,1152,137500
5,5,984.0,N,950,130000
6,5,998.0,Y,1790,180000
5,7,952.0,Y,952,139000
5,5,773.0,Y,773,110000
5,3,0.0,Y,1764,100000
5,5,832.0,Y,1216,118500
5,5,1824.0,Y,1824,146000
4,6,0.0,N,869,89900
5,8,747.0,Y,1159,114000
5,6,913.0,Y,1558,140000
4,7,672.0,Y,672,86900
5,5,892.0,Y,1436,139000
4,7,0.0,N,1294,106250
6,6,858.0,Y,1716,171000
5,6,912.0,Y,1044,139000
7,7,1312.0,Y,1312,186000
6,5,1253.0,Y,1253,157000
6,6,1081.0,Y,1081,148000
7,7,585.0,Y,2069,242000
5,7,105.0,Y,910,116000
5,7,876.0,Y,876,94000
5,5,0.0,Y,1048,98300
5,5,1075.0,Y,1507,127000
5,6,1256.0,Y,1256,159000
5,5,1027.0,Y,1027,125900
5,6,1269.0,Y,1269,155000
6,6,768.0,Y,1320,138000
6,7,936.0,Y,984,112500
6,6,832.0,Y,832,105500
6,5,854.0,Y,1278,127500
5,5,1800.0,N,1800,130000
5,6,768.0,Y,1588,150000
5,7,825.0,Y,825,109500
6,5,780.0,Y,1796,140000
6,6,780.0,Y,1611,167900
5,5,1117.0,Y,1117,136870
6,5,192.0,N,1133,143000
5,5,680.0,N,764,73000
5,8,650.0,Y,1539,157500
5,7,780.0,Y,1323,122600
5,5,680.0,N,1360,111000
6,7,1510.0,Y,2792,256000
5,4,672.0,Y,672,64000
6,7,728.0,Y,1456,139500
4,6,828.0,Y,1594,118000
7,5,1362.0,Y,2082,200000
4,6,801.0,Y,1656,119164
5,5,936.0,N,1740,122250
7,6,931.0,Y,1027,120000
6,6,884.0,Y,1436,155000
5,6,481.0,N,899,78000
5,9,684.0,Y,1080,95000
5,5,789.0,Y,789,115000
5,7,924.0,Y,1122,147000
5,6,904.0,Y,1499,140000
2,5,407.0,N,407,46500
5,6,928.0,Y,928,112500
4,7,901.0,Y,901,107900
3,1,448.0,Y,1588,65000
7,9,1470.0,Y,3493,295000
5,5,797.0,N,1627,139500
5,8,876.0,Y,1416,153900
7,8,624.0,Y,1450,132000
5,5,624.0,N,1344,98000
5,7,346.0,Y,1017,114000
5,5,973.0,Y,2350,130000
6,5,735.0,N,2058,129500
5,9,572.0,Y,1540,129400
7,9,689.0,Y,1378,161000
6,7,482.0,N,1912,163000
6,6,742.0,Y,1484,128000
8,5,684.0,N,2358,122000
7,7,572.0,Y,1111,116900
10,9,1237.0,Y,2775,325000
2,1,723.0,N,1086,55000
7,7,1313.0,Y,2495,184000
5,6,984.0,Y,984,110000
5,5,1050.0,N,1795,131500
5,5,0.0,Y,882,97000
4,6,869.0,Y,1093,115500
5,7,1008.0,Y,1143,138000
7,7,672.0,Y,1668,108000
5,6,742.0,Y,935,79500
5,5,1024.0,Y,1738,153000
5,6,784.0,Y,784,109500
5,7,672.0,Y,1210,124000
6,9,554.0,Y,1290,106900
6,7,981.0,Y,1672,164900
5,7,949.0,Y,949,119000
6,7,862.0,Y,1158,120000
6,7,825.0,Y,1497,157000
6,5,739.0,Y,1342,105000
6,7,992.0,Y,1013,113000
5,7,565.0,Y,1216,115000
4,7,,Y,896,79000
4,7,704.0,Y,1136,123000
5,6,0.0,N,808,81300
5,7,1078.0,Y,1573,162900
7,5,989.0,Y,2009,150000
5,5,1100.0,Y,1902,123500
7,5,952.0,Y,1774,129900
6,8,611.0,Y,1362,128000
4,6,520.0,N,520,68500
5,5,672.0,Y,1285,127000
6,7,833.0,Y,1848,207000
7,6,1026.0,Y,1820,184000
6,4,810.0,Y,1716,162500
5,5,883.0,Y,1505,145000
6,7,816.0,Y,838,130000
6,8,1242.0,Y,1984,160000
8,7,588.0,Y,1666,161000
6,8,796.0,Y,1609,127500
6,6,768.0,Y,768,93850
6,6,768.0,Y,1536,136000
6,6,1272.0,Y,1969,141000
5,6,880.0,Y,1308,120000
6,7,1040.0,Y,1040,127500
6,6,768.0,Y,1236,127000
6,7,319.0,Y,1406,89500
5,7,825.0,Y,825,125000
6,7,901.0,Y,1198,79900
5,8,451.0,Y,759,85000
3,3,536.0,N,1344,82375
6,7,756.0,Y,1469,135000
5,6,1046.0,N,1054,124000
5,5,952.0,Y,1211,134000
5,5,720.0,Y,1271,135000
4,4,0.0,Y,1588,134432
5,7,644.0,Y,1355,127500
5,6,981.0,Y,1075,148000
5,5,1040.0,Y,1040,129500
6,5,1008.0,Y,1096,157500
5,7,876.0,Y,904,109900
5,7,992.0,Y,992,145000
5,7,894.0,Y,894,130000
6,8,450.0,Y,1034,153000
5,5,1073.0,Y,1073,120000
5,5,1060.0,Y,1126,152000
4,4,1198.0,Y,1258,108959
5,4,1300.0,Y,1140,95541
5,3,1006.0,Y,1006,80000
5,6,1228.0,Y,1228,149350
5,8,960.0,Y,960,144900
6,8,988.0,Y,1188,185000
5,5,1383.0,Y,1383,165000
6,7,1602.0,Y,1252,235000
5,6,533.0,Y,1601,140000
5,8,672.0,Y,672,108000
5,3,988.0,Y,1721,145000
5,7,576.0,Y,1350,152400
5,8,864.0,Y,904,144000
6,5,1291.0,Y,1291,173000
7,5,1160.0,Y,2022,192000
7,6,1524.0,Y,1524,245000
7,7,1385.0,Y,1363,241500
4,6,1364.0,Y,1663,256000
6,7,1019.0,Y,1357,177000
7,5,570.0,Y,1079,125600
6,5,1094.0,Y,1094,155000
6,8,907.0,Y,2358,240000
5,7,1580.0,Y,1518,260000
6,7,1163.0,Y,1674,185000
6,7,1127.0,Y,2108,235000
5,6,1509.0,Y,1509,159900
5,5,864.0,N,864,99600
6,8,621.0,Y,1269,134500
5,8,861.0,Y,1367,119000
5,7,1117.0,Y,1347,107500
5,5,1164.0,N,1164,125000
6,5,572.0,N,1096,79000
5,6,616.0,N,1111,95000
7,5,1475.0,Y,2329,262280
6,5,1077.0,Y,2814,260000
7,5,1602.0,Y,1626,226500
7,5,812.0,Y,2200,225000
7,5,672.0,Y,2037,229000
7,5,628.0,Y,1356,177439
8,5,1615.0,Y,1615,248500
9,5,2271.0,Y,2276,475000
9,5,1751.0,Y,1766,395039
7,5,1080.0,Y,2097,228000
8,5,1401.0,Y,1511,225000
6,6,1182.0,Y,1643,195000
6,5,616.0,Y,1688,200000
5,7,990.0,Y,990,155000
5,6,1099.0,Y,1099,144000
5,5,990.0,Y,990,145000
7,5,1418.0,Y,1418,226001
6,5,864.0,Y,1771,215700
7,5,782.0,Y,1652,207500
7,5,873.0,Y,1790,193000
7,5,880.0,Y,1724,188000
7,5,1468.0,Y,1479,191000
7,5,1494.0,Y,1494,221000
7,5,963.0,Y,1792,231500
7,5,928.0,Y,1823,235000
7,5,920.0,Y,1786,223500
5,6,938.0,Y,938,130250
5,8,985.0,Y,985,149900
5,6,864.0,Y,1174,158000
6,6,940.0,Y,1026,147000
5,6,1076.0,Y,1076,143195
5,6,864.0,Y,1558,163000
5,6,924.0,Y,924,110000
5,7,864.0,Y,864,127000
5,7,780.0,Y,780,124900
8,5,1777.0,Y,1795,230000
8,5,1128.0,Y,2031,237000
7,5,992.0,Y,1865,235000
7,5,1257.0,Y,2161,230500
8,5,1004.0,Y,1852,230000
7,5,1153.0,Y,2031,222500
8,5,1055.0,Y,2263,287000
9,5,1357.0,Y,1947,274000
8,5,1778.0,Y,1786,300000
8,5,1128.0,Y,2290,255900
7,5,884.0,Y,1768,224900
7,5,1129.0,Y,2327,240000
7,5,798.0,Y,1640,183000
8,5,850.0,Y,1764,207000
7,5,915.0,Y,1908,210000
6,5,848.0,Y,848,136500
6,5,848.0,Y,848,145000
6,5,1478.0,Y,1493,208900
6,5,1838.0,Y,1838,185000
7,5,1536.0,Y,1536,214000
7,5,856.0,Y,1710,208500
7,5,1445.0,Y,1445,186500
7,5,1436.0,Y,1436,210000
7,5,770.0,Y,1582,185900
8,5,1234.0,Y,1234,179900
7,6,1564.0,Y,1564,218836
7,5,1351.0,Y,1361,193000
7,5,728.0,Y,1456,189000
6,5,848.0,Y,848,149300
6,5,848.0,Y,848,141000
6,5,848.0,Y,848,149000
6,5,848.0,Y,848,144500
5,7,796.0,Y,796,85000
5,7,1272.0,Y,2200,145900
5,5,1092.0,Y,1092,123000
5,6,1256.0,Y,1256,147500
5,5,456.0,Y,1033,165000
6,6,1127.0,Y,1127,135000
5,6,996.0,Y,996,108000
4,5,1138.0,Y,1181,137500
7,5,746.0,Y,1656,165400
6,6,1029.0,Y,1117,147000
6,7,684.0,Y,1398,160500
4,5,1132.0,Y,1132,176000
5,7,0.0,Y,3820,284700
10,5,6110.0,Y,5642,160000
6,5,547.0,Y,1072,148000
4,5,0.0,N,1152,82000
4,5,0.0,N,1152,82000
4,4,1440.0,N,1440,118000
4,5,0.0,N,1152,82500
4,5,784.0,N,784,91900
5,7,585.0,Y,1053,120000
5,8,0.0,Y,1137,96000
4,5,911.0,Y,930,99000
5,6,768.0,Y,1200,130500
4,6,941.0,Y,1470,135000
5,7,816.0,Y,1393,135500
4,6,416.0,Y,1204,100000
4,7,949.0,Y,1292,108000
5,6,864.0,N,864,98000
3,3,864.0,N,864,67000
5,6,780.0,N,1716,135900
6,8,672.0,N,1482,140000
5,8,720.0,Y,2192,179500
6,5,1181.0,Y,1694,136500
7,8,1228.0,Y,1424,168000
5,6,940.0,N,1964,130000
5,6,612.0,Y,2601,189000
6,7,960.0,Y,1920,161900
6,6,644.0,Y,1316,145000
6,7,588.0,Y,2555,191000
6,7,840.0,Y,1680,177000
6,6,676.0,Y,1264,147500
6,5,768.0,N,790,91000
8,9,798.0,Y,1512,231000
6,5,1064.0,Y,1639,115000
6,3,784.0,Y,1603,138000
7,6,776.0,Y,1502,149000
6,7,715.0,Y,1660,188700
5,6,942.0,Y,1938,198000
5,4,884.0,Y,1374,110000
6,5,1091.0,N,1091,104000
8,6,608.0,Y,1873,257076
8,9,728.0,Y,3447,381000
7,9,798.0,Y,1954,311500
7,9,832.0,Y,2161,263400
5,5,1898.0,Y,1898,236500
6,7,1296.0,Y,1640,224000
6,6,516.0,Y,1032,116500
6,6,716.0,Y,1556,151000
6,8,894.0,Y,919,126000
6,8,720.0,Y,1090,120000
4,4,796.0,N,796,55000
6,8,816.0,Y,816,120500
5,6,740.0,Y,778,120500
5,7,780.0,Y,1200,119000
5,5,624.0,Y,1656,126000
5,7,520.0,Y,912,99500
5,5,1151.0,Y,1955,165500
1,5,0.0,N,733,13100
4,7,173.0,N,1361,89000
4,4,649.0,N,1317,40000
4,7,356.0,N,1049,80900
3,4,894.0,Y,894,81000
4,6,592.0,Y,864,65000
8,5,1600.0,Y,1652,392500
8,5,1596.0,Y,1648,294464
7,5,1594.0,Y,1646,250000
8,5,1594.0,Y,1646,275000
7,5,1840.0,Y,2032,300000
8,5,1568.0,Y,1689,271000
7,5,910.0,Y,1820,213000
6,6,1096.0,Y,1118,171000
6,6,1196.0,Y,1279,171500
5,4,0.0,Y,1872,100000
4,5,1680.0,Y,1689,228500
5,6,1499.0,Y,1786,228950
7,6,1277.0,Y,1501,241500
8,6,1565.0,Y,2898,287000
8,5,1518.0,Y,1537,294000
8,5,1638.0,Y,1646,293077
8,5,920.0,Y,1780,264966
5,5,352.0,Y,1442,172500
5,5,384.0,Y,1394,167500
7,5,796.0,Y,1612,218689
6,5,1495.0,Y,1495,150000
6,5,1606.0,Y,1651,184000
6,5,1256.0,Y,1256,180000
6,5,1461.0,Y,1509,175000
8,5,1432.0,Y,1440,232500
6,5,1666.0,Y,1675,195000
8,5,1482.0,Y,2262,305000
8,5,1884.0,Y,1728,298751
8,5,1964.0,Y,1964,370000
7,5,1344.0,Y,1344,209200
7,5,1344.0,Y,1344,206300
5,5,1092.0,Y,1092,146000
6,5,1189.0,Y,1189,160500
4,5,1200.0,Y,1200,173000
5,6,1040.0,Y,1040,124000
5,6,264.0,Y,1304,115000
5,7,550.0,Y,1475,129500
4,7,526.0,Y,988,105000
4,6,462.0,Y,988,94900
5,6,1113.0,Y,1160,152500
6,9,546.0,Y,1092,98000
4,7,630.0,Y,630,81000
5,5,988.0,Y,988,113000
5,7,816.0,Y,816,128500
5,5,876.0,Y,923,119500
5,9,816.0,Y,816,130500
5,8,816.0,Y,816,138000
5,6,845.0,Y,845,134500
6,7,983.0,Y,1750,160000
5,6,864.0,Y,889,137500
5,4,784.0,Y,1968,172000
5,1,686.0,Y,1836,103000
6,6,1587.0,Y,1587,167300
7,5,1277.0,Y,1277,167000
